ID,X,Y,POTEAU_ID_POT,DESCRIPTION_RPA,CODE_RPA,FLECHE_PAN
102208,-73.56598511477101,45.5000335096583,93435,Arrêt d'autobus,BUS,0
102209,-73.5661048917216,45.499875967790004,93434,\P 22h30-23h30 LUN A VEN 1 AVRIL AU 1 DEC.,SV-SE-A,0
102210,-73.56622268240929,45.4997274253788,93432,\P 22h30-23h30 LUN A VEN 1 AVRIL AU 1 DEC.,SV-SE-A,0
102211,-73.5666028162304,45.499268284138296,93429,\P 22h30-23h30 LUN A VEN 1 AVRIL AU 1 DEC.,SV-SE-A,0
102260,-73.553914604628,45.50547939582599,92499,\P EN TOUT TEMPS,SD-TT,3
102261,-73.553914604628,45.50547939582599,92499,\P 08h-09h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AF-A,2
102324,-73.5504064645649,45.517430895500496,39971,\A EN TOUT TEMPS,AD-TT,0
102326,-73.5623840384717,45.5128492901986,137110,\P EN TOUT TEMPS,SD-TT,0
102330,-73.5550104200763,45.5159494327716,226769,\A RESERVE AUTOBUS,AR-TT,0
102341,-73.5564799847002,45.5034400122556,93701,\A EN TOUT TEMPS,AD-TT,0
102361,-73.5491737246431,45.516090669929106,32896,\A EN TOUT TEMPS,AD-TT,0
102363,-73.5495471143085,45.515874546749004,32883,\A EN TOUT TEMPS,AD-TT,0
102546,-73.56327146570291,45.4956438069332,225091,\P 22h-23h MAR. VEN. 1 AVRIL AU 1 DEC.,SB-SH-A,0
102547,-73.55042008945021,45.5210347505695,105546,Arrêt d'autobus,BUS,2
102627,-73.57699752859071,45.5000086206679,57490,P 15 min 07h-18h LUN. AU VEN.,PV-DB,3
102629,-73.57681109078791,45.4999412579204,57492,P 15 min 07h-18h LUN. AU VEN.,PV-DB,2
102641,-73.5705524229991,45.5096231038175,58658,\A 15h30-17h30 LUN. AU VEN.,AV-PB,0
102643,-73.5705524229991,45.5096231038175,58658,\P 06h30-07h30 LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AB-A,0
102649,-73.5729912767491,45.5053113266852,25216,\A 15h30-17h30 LUN. AU VEN.,AV-PB,0
102651,-73.5729912767491,45.5053113266852,25216,\P 06h30-07h30 LUN. AU VEN. 1 MARS AU 1 DEC.,SV-AB,0
102658,-73.5769956330359,45.5015563525871,25019,\P 07h-08h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AD-A,0
102659,-73.5769956330359,45.5015563525871,25019,P 15 MIN. RESERVE HOTEL,PD-TD,2
102661,-73.5777324084847,45.500817982065705,24975,\P 07h-08h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AD-A,0
102665,-73.5790876480492,45.499435792031896,25334,\P EN TOUT TEMPS,SD-TT,0
102667,-73.5797851820792,45.4987019343746,219981,\A EN TOUT TEMPS,AD-TT,3
102668,-73.5797851820792,45.4987019343746,219981,\P EN TOUT TEMPS,SD-TT,2
102670,-73.5807458591092,45.4977339272549,25289,\P 07h-08h LUN. AU VEN. 1 MARS AU 1 DEC.,SV-AD,0
102671,-73.5810129841491,45.49746378495011,25287,\P 07h-08h LUN. AU VEN. 1 MARS AU 1 DEC.,SV-AD,0
102673,-73.57867872564671,45.499539556431706,25350,Arrêt d'autobus,BUS,0
102680,-73.58388992939321,45.493965813655606,25200,\P 07h30-08h30 MAR. VEN. 1 MARS AU 1 DEC.,SB-VV,0
102683,-73.58508082015021,45.493042592201206,25170,\P 07h30-08h30 MAR. VEN. 1 MARS AU 1 DEC.,SB-VV,0
102687,-73.58623399608491,45.492573808249,25142,\P 07h30-08h30 LUN. JEU. 1 MARS AU 1 DEC.,SB-MV,0
102688,-73.58623399608491,45.492573808249,25142,\P RESERVE S3R 09h-21h,R-PD,3
102690,-73.5864413506948,45.4922137136351,25155,\P 07h30-08h30 MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VV-A,0
102691,-73.5864413506948,45.4922137136351,25155,\P RESERVE S3R 09h-21h,R-PD,2
102693,-73.58705530200942,45.4918488102521,25137,\P 07h30-08h30 MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VV-A,0
102733,-73.5726063297252,45.504506212755295,212986,\A EN TOUT TEMPS,AD-TT,0
102736,-73.55955402598529,45.52206067077311,127648,\P 09h30-10h30 MER. 1 AVRIL AU 1 DEC,SU-ND-A,0
102737,-73.55955402598529,45.52206067077311,127648,\P LIVRAISON SEULEMENT 08h-12h LUN. AU VEN.,SL-AN,2
102741,-73.55896928580658,45.5217820237105,160322,\P 09h30-10h30 MER. 1 AVRIL AU 1 DEC,SU-ND-A,0
102742,-73.5587535789959,45.5216831524508,11969,\P 09h-21h30,SD-JJ,2
102743,-73.55863832063349,45.521633720469,11968,\P 09h-21h30,SD-JJ,3
102754,-73.57665300528991,45.4918832595996,104907,\A 05h30-09h30  14h30-18h30 LUN A VEN,AV-RM,0
102761,-73.57370200894559,45.5020129459577,123706,\A 07h-09h30 LUN. AU VEN.,AV-AA,0
102762,-73.57370200894559,45.5020129459577,123706,\A EN TOUT TEMPS,AD-TT,2
102765,-73.5733837942513,45.502085138282794,123713,\A EN TOUT TEMPS,AD-TT,0
102768,-73.573037094203,45.5027017530334,57823,\A 07h-09h30 LUN. AU VEN.,AV-AA,0
102769,-73.55700626856179,45.5137564411244,225217,\A EN TOUT TEMPS,AD-TT,0
102840,-73.5575023585997,45.5307721667285,8943,\P 09h-10h LUN. 1 AVRIL AU 1 DEC.,SU-LC-A,0
102841,-73.5575023585997,45.5307721667285,8943,\P 07h-18h LUN. AU SAM.,SS-OC,3
102895,-73.5734660776564,45.5023235438331,57726,P 15 min 09h-19h LUN A VEN,PV-DH,2
103122,-73.5661324817442,45.5070477002832,159028,\A EN TOUT TEMPS,AD-TT,0
103123,-73.5811631447924,45.495394036958,65679,\P 08h-09h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JA-A,0
103124,-73.5811631447924,45.495394036958,65679,\P RESERVE S3R 09h-23h,R-PF,2
103257,-73.57073991140629,45.4980645056876,104975,\A 05h30-09h30  14h30-18h30 LUN A VEN,AV-RM,0
103260,-73.57216027132421,45.49873850009521,91884,\P RESERVE MOTOS,R-MO,2
103270,-73.5678852719825,45.5053324720498,71563,STAT. INT. 4H - 5H (1 AVRIL AU 1 DEC),SD-AI-A,0
103272,-73.5681644418051,45.5050263592864,71561,STAT. INT. 4H - 5H (1 AVRIL AU 1 DEC),SD-AI-A,0
103273,-73.5681644418051,45.5050263592864,71561,\P 07h-18h LUN. AU SAM.,SS-OC,3
103275,-73.5683153767827,45.504841801359206,71558,STAT. INT. 4H - 5H (1 AVRIL AU 1 DEC),SD-AI-A,0
103279,-73.5684487714392,45.504693247449396,71553,STAT. INT. 4H - 5H (1 AVRIL AU 1 DEC),SD-AI-A,0
103288,-73.57069214419121,45.502388283190406,58327,STAT. INT. 4H - 5H (1 AVRIL AU 1 DEC),SD-AI-A,0
103289,-73.5710244318519,45.502055135098296,57854,STAT. INT. 4H - 5H (1 AVRIL AU 1 DEC),SD-AI-A,0
103291,-73.5678981845002,45.5050985052754,71546,STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC),SD-AJ-A,0
103293,-73.5684548972497,45.5044682830804,71543,STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC),SD-AJ-A,0
103294,-73.5684548972497,45.5044682830804,71543,\P LIVRAISON SEULEMENT 9h-15h LUN A VEN,SL-JY,3
103480,-73.59640772987879,45.4939559347885,104033,\P 13h30-14h30 MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VM-A,0
103481,-73.59640772987879,45.4939559347885,104033,P 15 min 07h-18h LUN. AU VEN.,PV-DB,3
103482,-73.59640772987879,45.4939559347885,104033,P 02h 09h-17h LUN A VEN,PV-OB,2
103501,-73.5648199758819,45.515790414807995,14747,\P 07h-08h LUN. AU VEN. 1 MARS AU 1 DEC.,SV-AD,0
103502,-73.5648199758819,45.515790414807995,14747,P 15 MIN. RESERVE HOTEL,PD-TD,2
103532,-73.56660143915049,45.518110979396496,34682,\P 07h30-08h30 LUN. JEU. 1 AVRIL AU 1 DEC.,SB-MV-A,0
103732,-73.5695327134599,45.503563289999505,58336,STAT. INT. 4H - 5H (1 AVRIL AU 1 DEC),SD-AI-A,0
103734,-73.56948093087159,45.5034013497739,58351,STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC),SD-AJ-A,0
103735,-73.56948093087159,45.5034013497739,58351,\P LIVRAISON SEULEMENT 9h-15h LUN A VEN,SL-JY,3
103737,-73.5701566974495,45.502712556819404,58356,STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC),SD-AJ-A,0
103739,-73.57047859793451,45.5023884151445,58357,STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC),SD-AJ-A,0
103740,-73.570665912679,45.5021948331424,58358,STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC),SD-AJ-A,0
103741,-73.570665912679,45.5021948331424,58358,\P LIVRAISON SEULEMENT 9h-15h LUN A VEN,SL-JY,3
103742,-73.5711040237379,45.5017491388895,71483,STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC),SD-AJ-A,0
103743,-73.571865484252,45.501190759536506,71494,STAT. INT. 4H - 5H (1 AVRIL AU 1 DEC),SD-AI-A,0
103745,-73.5718991685892,45.5009432814188,71476,STAT. INT. DE 5H - 7H (1 AVRIL AU 1 DEC),SD-AJ-A,0
103771,-73.5608358398275,45.50250643796221,157561,\P RESERVE TAXIS,R-TA,2
103772,-73.5608358398275,45.50250643796221,157561,\A EN TOUT TEMPS,AD-TT,3
103776,-73.56103741358329,45.504760436998204,39715,\A EN TOUT TEMPS,AD-TT,2
103777,-73.56103741358329,45.504760436998204,39715,\A 07h-09h30  15h30-18h30 LUN. AU VEN.,AV-QL,0
103795,-73.56184369299709,45.50336524687879,159041,\A EN TOUT TEMPS,AD-TT,3
103797,-73.5617493867881,45.5034282869049,159025,\A EN TOUT TEMPS,AD-TT,0
103800,-73.560113563902,45.51671082622911,152974,\P RESERVE VEHICULES DE LA VILLE,R-VA,0
103865,-73.5769708927943,45.502181760301106,75398,P 15 MIN. RESERVE HOTEL,PD-TD,0
103870,-73.5659114453445,45.495160897489,166249,\P 10h-11h MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VE-A,0
103871,-73.56550641962751,45.49516562969401,164960,\P 09h30-10h30 LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JD-A,0
103872,-73.56550641962751,45.49516562969401,164960,\P RESERVE S3R 09h-23h,R-PF,3
103873,-73.5653081698253,45.494882292254495,166248,\P 10h-11h MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VE-A,0
103874,-73.5653081698253,45.494882292254495,166248,\P RESERVE S3R 09h-23h,R-PF,2
103875,-73.5649671609321,45.4949229797028,166251,\P 09h30-10h30 LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JD-A,0
103876,-73.5649671609321,45.4949229797028,166251,\P RESERVE S3R 09h-23h,R-PF,2
103877,-73.5648309177467,45.4946621022497,166247,\P 10h-11h MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VE-A,0
103878,-73.5648309177467,45.4946621022497,166247,\P RESERVE S3R 09h-23h,R-PF,0
103880,-73.5644575008965,45.4946803104576,160828,\P EN TOUT TEMPS,SD-TT,3
103881,-73.5641594625409,45.494545501589606,160829,\P EN TOUT TEMPS,SD-TT,2
103882,-73.5641594625409,45.494545501589606,160829,\P 09h30-10h30 LUN. JEU. 1 AVRIL AU 1 DEC.,SB-JD-A,0
103883,-73.564317662818,45.494428432853695,166246,\P 10h-11h MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VE-A,0
103884,-73.556099715404,45.5014515463309,92411,\P LIVRAISON SEULEMENT 08h-17h LUN. AU VEN.,SL-JC,2
103886,-73.55599612522309,45.50143360029221,92412,\P EN TOUT TEMPS,SD-TT,0
103887,-73.5562303280071,45.5013120064005,92410,\P EN TOUT TEMPS,SD-TT,2
103888,-73.5562303280071,45.5013120064005,92410,\P LIVRAISON SEULEMENT 08h-17h LUN. AU VEN.,SL-JC,3
103892,-73.5614180266346,45.527827655425995,223192,\P 12h30-13h30 MER. 1 AVRIL AU 1 DEC.,SU-NK-A,0
103894,-73.5614180266346,45.527827655425995,223192,\P RESERVE S3R 09h-23h,R-PF,0
103895,-73.5606602101749,45.527382639978,8485,\P 12h30-13h30 JEU. 1 AVRIL AU 1 DEC.,SU-JK-A,0
103897,-73.5598809027068,45.52701411707171,8487,\P 12h30-13h30 JEU. 1 AVRIL AU 1 DEC.,SU-JK-A,0
103899,-73.5598809027068,45.52701411707171,8487,\P RESERVE S3R 09h-23h,R-PF,2
103909,-73.55306484694908,45.4995768229091,132915,\A EN TOUT TEMPS,AD-TT,3
103910,-73.55306484694908,45.4995768229091,132915,\P 06h30-07h30 LUN. JEU. 1 AVIL AU 1 DEC.,SB-AE-A,0
103911,-73.55306484694908,45.4995768229091,132915,P 15 min,PD-DT,2
103913,-73.5536878458133,45.5008408118917,216763,\P 06h30-07h30 LUN. JEU. 1 AVIL AU 1 DEC.,SB-AE-A,0
103914,-73.5536878458133,45.5008408118917,216763,\P RESERVE S3R 09h-23h,R-PF,2
103915,-73.5539152324212,45.50361672094629,133060,\P 06h30-07h30 LUN. JEU. 1 AVIL AU 1 DEC.,SB-AE-A,0
103916,-73.5539152324212,45.50361672094629,133060,\P RESERVE AUTOBUS TOURISTIQUES 15 min.,R-AM,2
103917,-73.5539152324212,45.50361672094629,133060,P 60 min 09h-17h LUN. AU SAM.,PS-OP,3
103918,-73.55381634966349,45.5039227141663,133066,\P 06h30-07h30 LUN. JEU. 1 AVIL AU 1 DEC.,SB-AE-A,0
103919,-73.55381634966349,45.5039227141663,133066,P 15 MIN. RESERVE HOTEL,PD-TD,2
103920,-73.55381634966349,45.5039227141663,133066,\P RESERVE S3R          (EN TOUT TEMPS),R-QG,3
103921,-73.55365608418529,45.504449197625796,159998,\P EN TOUT TEMPS,SD-TT,3
103922,-73.55365608418529,45.504449197625796,159998,\P 06h30-07h30 LUN. JEU. 1 AVIL AU 1 DEC.,SB-AE-A,0
103923,-73.55365608418529,45.504449197625796,159998,\P RESERVE S3R 09-23h       (2 SECTEURS),R-PF-2S,2
103924,-73.55344990427591,45.505047689722296,155653,\P EN TOUT TEMPS,SD-TT,2
103925,-73.55344990427591,45.505047689722296,155653,\P 06h30-07h30 LUN. JEU. 1 AVIL AU 1 DEC.,SB-AE-A,0
103926,-73.55344990427591,45.505047689722296,155653,\P RESERVE S3R 09-23h       (2 SECTEURS),R-PF-2S,3
103934,-73.5578066134172,45.5204058625185,95644,\P 10h-11h MER. 1 AVRIL AU 1 DEC.,SU-NE-A,0
103936,-73.5578066134172,45.5204058625185,95644,INTERDICTION DE STAT. S3R (GR. R) 17H - 3H,R-XA,3
103937,-73.5563391114202,45.4973121478962,144381,\P 08h30-09h30 MAR. 1 AVRIL AU 1 DEC.,SU-MB-A,0
103938,-73.5563391114202,45.4973121478962,144381,\P RESERVE MOTOS,R-MO,3
103950,-73.5519402159577,45.515873483696296,13138,\P RESERVE AUTOBUS TOURISTIQUES,R-AT,0
103951,-73.55099462946801,45.5123015398339,174879,\A EN TOUT TEMPS,AD-TT,0
103954,-73.5623929705465,45.5021096670839,96011,\P EN TOUT TEMPS,SD-TT,2
103955,-73.5623929705465,45.5021096670839,96011,P 15 MIN. RESERVE HOTEL,PD-TD,3
103957,-73.56075061813941,45.50135468400829,96014,\A EN TOUT TEMPS,AD-TT,0
103958,-73.5600091081462,45.50122459867371,92604,\P 06h-07h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AA-A,0
103959,-73.55868783174259,45.5007708642457,92627,\P 06h-07h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AA-A,0
103960,-73.5577866104926,45.5004743753796,121985,Arrêt d'autobus,BUS,0
103961,-73.5573849953824,45.5003351021062,92638,\P 06h-07h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AA-A,0
103962,-73.5573849953824,45.5003351021062,92638,Arrêt d'autobus,BUS,0
103963,-73.5557309538072,45.499764520429295,92654,\P 06h-07h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AA-A,0
103964,-73.5557309538072,45.499764520429295,92654,\P RESERVE TAXIS,R-TA,2
103965,-73.55340337325029,45.4989827683542,163163,\P 06h-07h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AA-A,0
103966,-73.55146236835292,45.533137123386,223932,\P EN TOUT TEMPS,SD-TT,2
103968,-73.5793782865929,45.49397803632521,58230,\P 07h30-08h30 MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VV-A,0
103969,-73.5793782865929,45.49397803632521,58230,\P RESERVE TAXIS,R-TA,0
103980,-73.5453259862816,45.5291939308399,29262,\P 13h30-14h30 LUN. 1 AVRIL AU 1 DEC.,SU-LM-A,0
103985,-73.5463949699442,45.529647920305,29245,\P 13h30-14h30 LUN. 1 AVRIL AU 1 DEC.,SU-LM-A,0
103988,-73.5468768352483,45.529850187314,29244,\P 13h30-14h30 LUN. 1 AVRIL AU 1 DEC.,SU-LM-A,0
103989,-73.5485341872517,45.5305648669724,144680,\P 13h30-14h30 LUN. 1 AVRIL AU 1 DEC.,SU-LM-A,0
103990,-73.5485341872517,45.5305648669724,144680,\P EN TOUT TEMPS,SD-TT,3
104010,-73.5499257965908,45.5311401639689,28834,\P 13h30-14h30 LUN. 1 AVRIL AU 1 DEC.,SU-LM-A,0
104011,-73.5509392215302,45.5315761382531,165995,\P 13h30-14h30 LUN. 1 AVRIL AU 1 DEC.,SU-LM-A,0
104012,-73.5514619521578,45.5317963643925,128119,\P 13h30-14h30 LUN. 1 AVRIL AU 1 DEC.,SU-LM-A,0
104013,-73.5514619521578,45.5317963643925,128119,\P RESERVE S3R 09h-23h,R-PF,2
104014,-73.5520223062127,45.532034567772705,128118,\P 13h30-14h30 LUN. 1 AVRIL AU 1 DEC.,SU-LM-A,0
104015,-73.5520223062127,45.532034567772705,128118,\P RESERVE S3R 09h-23h,R-PF,3
104017,-73.5566690143876,45.5340030029955,28750,\P 13h30-14h30 LUN. 1 AVRIL AU 1 DEC.,SU-LM-A,0
104018,-73.5586568583723,45.5348523465448,28742,\P 13h30-14h30 LUN. 1 AVRIL AU 1 DEC.,SU-LM-A,0
104193,-73.56230246787379,45.5302657399521,147537,\A EN TOUT TEMPS,AD-TT,3
104195,-73.56230246787379,45.5302657399521,147537,\A 08h-09h30 LUN. AU VEN.,AV-AB,2
104202,-73.5585066397572,45.5285130613317,10803,\A 08h-09h30 LUN. AU VEN.,AV-AB,0
104203,-73.5585066397572,45.5285130613317,10803,\P RESERVE S3R 09h30-23h,R-RA,0
104205,-73.5579794931818,45.528265874371904,10799,\A EN TOUT TEMPS,AD-TT,0
104227,-73.55228421559241,45.5258255595383,124827,\A EN TOUT TEMPS,AD-TT,0
104230,-73.54980927194691,45.524679370120104,29532,\A EN TOUT TEMPS,AD-TT,0
104234,-73.54731359668341,45.5234971418476,29734,\A EN TOUT TEMPS,AD-TT,0
104339,-73.5604091130622,45.5323723791217,225729,\P 08h-09h MAR. 1 AVRIL AU 1 DEC.,SU-MA-A,0
104347,-73.56073681723241,45.53202126837029,225727,\P 08h-09h MAR. 1 AVRIL AU 1 DEC.,SU-MA-A,0
104440,-73.5479679838579,45.5229434674347,105568,\P 13h-14h MER. 1 AVRIL AU 1 DEC.,SU-NL-A,0
104449,-73.5567082113916,45.51408053235029,31368,\A EN TOUT TEMPS,AD-TT,0
104451,-73.5567082113916,45.51408053235029,31368,Arrêt d'autobus,BUS,2
104452,-73.5576914179611,45.512986732756794,160562,\A 05h30-09h30  14h30-18h30 LUN A VEN,AV-RM,0
104454,-73.557862016129,45.5128021789686,31304,\A 05h30-09h30  14h30-18h30 LUN A VEN,AV-RM,0
104667,-73.5732885648577,45.49310025808229,57277,\P 07h-08h LUN. JEU. 1 AVRIL AU 1 DEC.,SB-MU-A,0
104668,-73.5732885648577,45.49310025808229,57277,\P RESERVE AUTOBUS TOURISTIQUES,R-AT,0
104669,-73.5740621452049,45.4930502676902,143353,\P EXCEPTE VISITEURS POSTE DE POLICE,R-VQ,3
104670,-73.5740621452049,45.4930502676902,143353,\P RESERVE HANDICAPES (PICTO),R-TD,2
104671,-73.57417896979591,45.4931086817861,143352,\P RESERVE VEHICULES DU SERVICE DE LA POLICE,R-VP,3
104673,-73.57417896979591,45.4931086817861,143352,\P EXCEPTE VISITEURS POSTE DE POLICE,R-VQ,2
104891,-73.5629842547289,45.5274353725704,74698,\A 08h-09h30  16h-18h LUN. AU VEN.,AV-QE,0
104892,-73.5629842547289,45.5274353725704,74698,\P 09h30-16h LUN. AU VEN.,SV-JQ,0
104896,-73.5617496117726,45.5270401173878,74701,\A 08h-09h30  15h-18h30 LUN. AU VEN.,AV-RF,0
104913,-73.551550350494,45.522132051022,74854,\A 08h-09h30 LUN. AU VEN.,AV-AB,0
104959,-73.5616118480278,45.5023485495007,93196,\A EN TOUT TEMPS DES DEUX COTES,AD-DC,0
104960,-73.5596739207863,45.5249805883354,12424,\P EN TOUT TEMPS,SD-TT,0
104962,-73.5579701141345,45.5242076036015,12435,\P 09h-10h JEU. 1 AVRIL AU 1 DEC.,SU-JC-A,0
104963,-73.5579701141345,45.5242076036015,12435,P 15 min 07h-18h LUN. AU VEN.,PV-DB,2
104965,-73.55062270279679,45.5145738047632,160877,\P RESERVE HANDICAPES (PICTO),R-TD,2
104966,-73.5506839198235,45.5146007728541,160876,\P RESERVE HANDICAPES (PICTO),R-TD,3
104967,-73.5635521397651,45.514823798018206,132346,\P EN TOUT TEMPS,SD-TT,0
104970,-73.56324507953609,45.51493194937571,14793,\P 08h-09h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AF-A,0
105061,-73.58028999204659,45.491516323976796,214111,\P RESERVE S3R 09h-23h,R-PF,2
105080,-73.5802652233648,45.4912463879182,56077,\P 10h-11h MAR. VEN. 1 MARS AU 1 DEC.,SB-VE,0
105081,-73.5802652233648,45.4912463879182,56077,\P RESERVE S3R 09h-23h,R-PF,0
105082,-73.5799823072424,45.4910711166032,56073,\A EN TOUT TEMPS,AD-TT,0
105084,-73.5799823072424,45.4910711166032,56073,\P 09h30-10h30 MAR. VEN. 1 AVRIL AU 1 DEC.,SB-VD-A,0
105192,-73.5708105238668,45.50686942694261,132562,\A 07h-18h LUN. AU VEN.,AV-OC,0
105193,-73.5708105238668,45.50686942694261,132562,\P 06h-07h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AA-A,0
105194,-73.5706057847995,45.507202495364105,132563,\A 07h-18h LUN. AU VEN.,AV-OC,0
105195,-73.5706057847995,45.507202495364105,132563,\P 06h-07h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AA-A,0
105198,-73.5703898734906,45.507558066342,132567,\A 07h-18h LUN. AU VEN.,AV-OC,0
105199,-73.5703898734906,45.507558066342,132567,\P 06h-07h LUN. AU VEN. 1 AVRIL AU 1 DEC.,SV-AA-A,0
105212,-73.5554071492538,45.4990403038436,213144,\P 08h30-09h30 MER. 1 AVRIL AU 1 DEC.,SU-NB-A,0
105213,-73.5554071492538,45.4990403038436,213144,\P EN TOUT TEMPS,SD-TT,3
105214,-73.5554071492538,45.4990403038436,213144,\P RESERVE S3R 09h-23h,R-PF,2
105215,-73.55498874484259,45.498883033379094,159724,\P RESERVE S3R 09h-23h,R-PF,2
105216,-73.5540731222643,45.49854152986239,58143,\P 08h30-09h30 MER. 1 AVRIL AU 1 DEC.,SU-NB-A,0
105217,-73.5540731222643,45.49854152986239,58143,\P RESERVE S3R 09h-23h,R-PF,3
105218,-73.55353031896479,45.498334821453504,58142,\P 08h30-09h30 MER. 1 AVRIL AU 1 DEC.,SU-NB-A,0
105219,-73.55353031896479,45.498334821453504,58142,\P RESERVE S3R 09h-23h,R-PF,2
105220,-73.5533427204089,45.4982629217086,160192,\P 08h30-09h30 MER. 1 AVRIL AU 1 DEC.,SU-NB-A,0
105221,-73.5533427204089,45.4982629217086,160192,\P RESERVE S3R 09h-23h,R-PF,0
105222,-73.55505434255909,45.4993239251738,143194,\A EN TOUT TEMPS,AD-TT,0
105226,-73.5585570174396,45.497634976290904,80203,\P 08h30-09h30 MER. 1 AVRIL AU 1 DEC.,SU-NB-A,0
105227,-73.5585570174396,45.497634976290904,80203,\P RESERVE GARDERIE 15 MIN.,R-DG,0
105228,-73.558625902361,45.500428955546596,92374,\P 08h30-09h30 MER. 1 AVRIL AU 1 DEC.,SU-NB-A,0
105229,-73.558625902361,45.500428955546596,92374,\P EN TOUT TEMPS,SD-TT,3
105230,-73.55731617110621,45.4998987125646,94421,\P 08h30-09h30 MER. 1 AVRIL AU 1 DEC.,SU-NB-A,0
105231,-73.557771253373,45.4995340466755,92390,\P 08h30-09h30 MER. 1 AVRIL AU 1 DEC.,SU-NB-A,0
105232,-73.5583457077774,45.499002846963606,92386,\P 08h30-09h30 MER. 1 AVRIL AU 1 DEC.,SU-NB-A,0
105233,-73.55874116267908,45.498602213843895,92384,\P 08h30-09h30 MER. 1 AVRIL AU 1 DEC.,SU-NB-A,0
105234,-73.5570903038328,45.497181297561504,163021,\P 08h30-09h30 MER. 1 AVRIL AU 1 DEC.,SU-NB-A,0
105238,-73.5554392619862,45.4991662663747,58092,\P 08h30-09h30 MAR. 1 AVRIL AU 1 DEC.,SU-MB-A,0
105239,-73.5554392619862,45.4991662663747,58092,\P LIVRAISON SEULEMENT EN TOUT TEMPS,SL-TT,2
105240,-73.5554392619862,45.4991662663747,58092,\P RESERVE S3R 09h-23h,R-PF,3
105241,-73.5559764885254,45.49937296841561,164167,\P 08h30-09h30 MAR. 1 AVRIL AU 1 DEC.,SU-MB-A,0
105242,-73.5559764885254,45.49937296841561,164167,\P RESERVE S3R 09h-23h,R-PF,2
105243,-73.55433069427541,45.4990183248102,167748,\P 08h30-09h30 MAR. 1 AVRIL AU 1 DEC.,SU-MB-A,0
105244,-73.55397484470899,45.498627061496705,160194,\P EN TOUT TEMPS,SD-TT,3
105245,-73.55397484470899,45.498627061496705,160194,\P 08h30-09h30 MAR. 1 AVRIL AU 1 DEC.,SU-MB-A,0
105246,-73.55368404859149,45.4985282157186,94048,\P 08h30-09h30 MAR. 1 AVRIL AU 1 DEC.,SU-MB-A,0
105247,-73.55368404859149,45.4985282157186,94048,\P EN TOUT TEMPS,SD-TT,2
105248,-73.55368404859149,45.4985282157186,94048,\P RESERVE S3R 09h-23h,R-PF,3
105250,-73.5542993316282,45.498006015505105,160862,\P 08h30-09h30 MAR. 1 AVRIL AU 1 DEC.,SU-MB-A,0
105251,-73.5542993316282,45.498006015505105,160862,\P RESERVE S3R 09h-23h,R-PF,0
105252,-73.556923459089,45.498265692694105,91706,\P 08h30-09h30 MAR. 1 AVRIL AU 1 DEC.,SU-MB-A,0
105256,-73.5563490516478,45.498054514194706,144369,\P 08h30-09h30 MAR. 1 AVRIL AU 1 DEC.,SU-MB-A,0
105257,-73.5557974459405,45.4978523201021,91696,\P 08h30-09h30 MAR. 1 AVRIL AU 1 DEC.,SU-MB-A,0
105258,-73.5552538192571,45.4976276233824,163450,\P 08h-09h MAR. 1 AVRIL AU 1 DEC.,SU-MA-A,0
105270,-73.5583765160105,45.4976495651622,225204,\P 08h-09h MAR. 1 AVRIL AU 1 DEC.,SU-MA-A,0
105272,-73.557877469159,45.498120959347894,225202,\P 08h-09h MAR. 1 AVRIL AU 1 DEC.,SU-MA-A,0
105284,-73.5573632363934,45.4986029141083,90725,\P 08h-09h MAR. 1 AVRIL AU 1 DEC.,SU-MA-A,0
105285,-73.5573632363934,45.4986029141083,90725,\P RESERVE S3R 09h-23h,R-PF,0
